entidade_grupo;id_entidade_grupo;entidade_devedora;regime;ordem;numero_precatorio;situacao;natureza;orcamento;valor_historico;saldo_atualizado;classe;localizacao;peticoes_a_juntar;ultima_fase;possui_herdeiros;possui_cessao;possui_retificador;timestamp_extracao
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;7463º;2021.10004-3;Ativo;Alimentícia;2023;51386.93;344780.93;;;;;;;;2025-11-26 22:59:56.483585
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;7464º;2021.10001-9;Ativo;Alimentícia;2023;162741.28;128413.84;;;;;;;;2025-11-26 22:59:56.550552
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;7465º;2021.10003-5;Ativo;Alimentícia;2023;219564.99;211201.97;;;;;;;;2025-11-26 22:59:56.603537
Estado do Rio de Janeiro;1;FUNDERJ-FUNDAÇÃO DEPARTAMENTO DE ESTRADAS DE RODAGEM-DER RJ;especial;7466º;2021.09932-0;Ativo;Alimentícia;2023;51315.46;75361.66;;;;;;;;2025-11-26 22:59:56.667090
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;7467º;2021.09956-8;Ativo;Alimentícia;2023;500548.23;1577051.09;;;;;;;;2025-11-26 22:59:56.719392
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;7468º;2021.09947-9;Ativo;Alimentícia;2023;198763.44;146038.62;;;;;;;;2025-11-26 22:59:56.771399
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;7469º;2021.09946-0;Ativo;Alimentícia;2023;198763.44;146038.62;;;;;;;;2025-11-26 22:59:56.819316
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;7470º;2021.09933-9;Ativo;Alimentícia;2023;277294.96;291375.49;;;;;;;;2025-11-26 22:59:56.869738
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;7471º;2021.09934-7;Ativo;Alimentícia;2023;11945.12;18924.62;;;;;;;;2025-11-26 22:59:56.917366
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;7472º;2021.09942-8;Ativo;Alimentícia;2023;159753.19;253096.46;;;;;;;;2025-11-26 22:59:56.966709
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;7473º;2021.09978-9;Ativo;Alimentícia;2023;42838.74;86606.95;;;;;;;;2025-11-26 23:00:01.566826
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;7474º;2021.09969-0;Ativo;Alimentícia;2023;85677.38;10358.87;;;;;;;;2025-11-26 23:00:01.621113
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;7475º;2021.10037-0;Ativo;Alimentícia;2023;189234.21;133397.11;;;;;;;;2025-11-26 23:00:01.679769
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;7476º;2021.10261-5;Suspensão Administrativa;Alimentícia;2023;145296.45;233276.56;;;;;;;;2025-11-26 23:00:01.755082
Estado do Rio de Janeiro;1;IPERJ;especial;7477º;2021.09988-6;Ativo;Alimentícia;2023;23070.28;58287.26;;;;;;;;2025-11-26 23:00:01.860648
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;7478º;2021.10094-9;Ativo;Alimentícia;2023;7074.76;11881.17;;;;;;;;2025-11-26 23:00:01.936816
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;7479º;2021.10095-7;Ativo;Alimentícia;2023;51386.93;344780.93;;;;;;;;2025-11-26 23:00:01.990344
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;7480º;2021.10030-2;Ativo;Alimentícia;2023;111542.45;41305.41;;;;;;;;2025-11-26 23:00:02.049508
