entidade_grupo;id_entidade_grupo;entidade_devedora;regime;ordem;numero_precatorio;situacao;natureza;orcamento;valor_historico;saldo_atualizado;classe;localizacao;peticoes_a_juntar;ultima_fase;possui_herdeiros;possui_cessao;possui_retificador;timestamp_extracao
Estado do Rio de Janeiro;1;PRODERJ;especial;1003º;2020.06529-5;Ativo;Alimentícia;2022;699603.26;987174.94;;;;;;;;2025-11-26 20:46:41.486176
Estado do Rio de Janeiro;1;PRODERJ;especial;1004º;2020.06538-4;Suspensão Administrativa;Alimentícia;2022;123459.40;202827.81;;;;;;;;2025-11-26 20:46:41.526057
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;1005º;2020.06536-8;Ativo;Alimentícia;2022;237444.12;237357.73;;;;;;;;2025-11-26 20:46:41.565963
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;1006º;2020.06537-6;Ativo;Alimentícia;2022;31803.14;53617.63;;;;;;;;2025-11-26 20:46:41.603054
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;1007º;2020.06530-9;Ativo;Alimentícia;2022;80587.30;135863.88;;;;;;;;2025-11-26 20:46:41.641189
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;1008º;2020.06540-6;Ativo;Alimentícia;2022;24420.55;3860.54;;;;;;;;2025-11-26 20:46:41.675438
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;1009º;2020.06542-2;Ativo;Alimentícia;2022;53387.05;34436.24;;;;;;;;2025-11-26 20:46:41.712788
Estado do Rio de Janeiro;1;FUNDERJ-FUNDAÇÃO DEPARTAMENTO DE ESTRADAS DE RODAGEM-DER RJ;especial;1010º;2020.06541-4;Suspensão Administrativa;Alimentícia;2022;153270.73;96047.64;;;;;;;;2025-11-26 20:46:41.749359
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;1011º;2020.06587-2;Ativo;Alimentícia;2022;152702.26;99309.57;;;;;;;;2025-11-26 20:46:41.783481
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;1012º;2020.06596-1;Ativo;Alimentícia;2022;118115.68;196036.60;;;;;;;;2025-11-26 20:46:41.815727
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;1013º;2020.06552-0;Ativo;Alimentícia;2022;59275.96;110492.31;;;;;;;;2025-11-26 20:46:46.416286
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;1014º;2020.06590-2;Ativo;Alimentícia;2022;136494.52;225888.56;;;;;;;;2025-11-26 20:46:46.449052
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;1015º;2020.06569-4;Ativo;Alimentícia;2022;225645.80;219715.26;;;;;;;;2025-11-26 20:46:46.480321
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;1016º;2020.06559-7;Ativo;Alimentícia;2022;56411.45;95667.48;;;;;;;;2025-11-26 20:46:46.513077
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;1017º;2020.06549-0;Ativo;Alimentícia;2022;8623.03;20766.82;;;;;;;;2025-11-26 20:46:46.545469
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;1018º;2020.06589-9;Ativo;Alimentícia;2022;68984.18;82425.73;;;;;;;;2025-11-26 20:46:46.578350
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;1019º;2020.06595-3;Suspensão Administrativa;Alimentícia;2022;10102.76;16603.72;;;;;;;;2025-11-26 20:46:46.610280
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;1020º;2020.06568-6;Ativo;Alimentícia;2022;12160.47;40272.66;;;;;;;;2025-11-26 20:46:46.643533
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;1021º;2020.06567-8;Ativo;Alimentícia;2022;51089.95;169977.06;;;;;;;;2025-11-26 20:46:46.676147
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;1022º;2020.06548-1;Ativo;Alimentícia;2022;17016.72;56614.90;;;;;;;;2025-11-26 20:46:46.710866
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;1023º;2020.06586-4;Ativo;Alimentícia;2022;17016.72;56614.90;;;;;;;;2025-11-26 20:46:51.290235
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;1024º;2020.06591-0;Ativo;Alimentícia;2022;12160.47;40272.66;;;;;;;;2025-11-26 20:46:51.329607
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;1025º;2020.06566-0;Ativo;Alimentícia;2022;12160.47;40458.07;;;;;;;;2025-11-26 20:46:51.362385
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;1026º;2020.06544-9;Ativo;Alimentícia;2022;37964.11;168023.70;;;;;;;;2025-11-26 20:46:51.400293
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;1027º;2020.06543-0;Ativo;Alimentícia;2022;41761.95;184843.33;;;;;;;;2025-11-26 20:46:51.433016
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;1028º;2020.06694-1;Ativo;Alimentícia;2022;24734.84;38428.52;;;;;;;;2025-11-26 20:46:51.468831
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;1029º;2020.06701-8;Suspensão Administrativa;Alimentícia;2022;1701645.82;3225547.12;;;;;;;;2025-11-26 20:46:51.501444
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;1030º;2020.06671-2;Ativo;Alimentícia;2022;170164.58;332416.23;;;;;;;;2025-11-26 20:46:51.533452
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;1031º;2020.06684-4;Ativo;Alimentícia;2022;46167.69;199.39;;;;;;;;2025-11-26 20:46:51.566806
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;1032º;2020.06670-4;Suspensão Determinação Judicial;Alimentícia;2022;550864.68;889190.79;;;;;;;;2025-11-26 20:46:51.599892
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;1033º;2020.06547-3;Ativo;Alimentícia;2022;110837.62;44807.41;;;;;;;;2025-11-26 20:46:56.198441
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;1034º;2020.06690-9;Ativo;Alimentícia;2022;110628.35;207728.90;;;;;;;;2025-11-26 20:46:56.233312
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;1035º;2020.06546-5;Ativo;Alimentícia;2022;16461.21;36404.48;;;;;;;;2025-11-26 20:46:56.269689
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;1036º;2020.06573-2;Ativo;Alimentícia;2022;681421.63;1005199.52;;;;;;;;2025-11-26 20:46:56.306827
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;1037º;2020.06583-0;Ativo;Alimentícia;2022;48455.22;104628.62;;;;;;;;2025-11-26 20:46:56.339052
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;1038º;2020.06585-6;Ativo;Alimentícia;2022;1352035.79;2056211.05;;;;;;;;2025-11-26 20:46:56.372999
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;1039º;2020.06581-3;Ativo;Alimentícia;2022;338008.94;554791.41;;;;;;;;2025-11-26 20:46:56.406574
