entidade_grupo;id_entidade_grupo;entidade_devedora;regime;ordem;numero_precatorio;situacao;natureza;orcamento;valor_historico;saldo_atualizado;classe;localizacao;peticoes_a_juntar;ultima_fase;possui_herdeiros;possui_cessao;possui_retificador;timestamp_extracao
INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;geral;0º;2007.00934-4;Suspensão Administrativa;Alimentícia;2008;0.00;0.00;;;;;;;;2025-12-01 01:27:00.128162
INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;geral;0º;2007.01724-0;Suspensão Administrativa;Alimentícia;2009;0.00;0.00;;;;;;;;2025-12-01 01:27:03.923442
INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;geral;0º;2008.00438-9;Suspensão Administrativa;Alimentícia;2009;0.00;0.00;;;;;;;;2025-12-01 01:26:59.751792
INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;geral;0º;2007.01604-9;Suspensão Administrativa;Alimentícia;2009;0.00;0.00;;;;;;;;2025-12-01 01:26:59.793601
INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;geral;0º;2006.07043-0;Suspensão Administrativa;Alimentícia;2008;0.00;0.00;;;;;;;;2025-12-01 01:26:59.833267
INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;geral;0º;2008.00828-7;Suspensão Administrativa;Alimentícia;2009;0.00;0.00;;;;;;;;2025-12-01 01:26:59.883139
INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;geral;0º;2008.01250-0;Suspensão Administrativa;Alimentícia;2009;0.00;0.00;;;;;;;;2025-12-01 01:26:59.933305
INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;geral;0º;2010.00770-5;Arquivado;Alimentícia;2011;0.00;0.00;;;;;;;;2025-12-01 01:26:59.983994
INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;geral;0º;2008.00484-2;Suspensão Administrativa;Alimentícia;2009;0.00;0.00;;;;;;;;2025-12-01 01:27:00.047255
INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;geral;0º;2007.00934-4;Suspensão Administrativa;Alimentícia;2008;0.00;0.00;;;;;;;;2025-12-01 01:27:03.715599
INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;geral;0º;2008.01067-2;Suspensão Administrativa;Alimentícia;2009;0.00;0.00;;;;;;;;2025-12-01 01:27:03.748633
INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;geral;0º;2007.00873-9;Suspensão Administrativa;Alimentícia;2008;0.00;0.00;;;;;;;;2025-12-01 01:27:03.784489
INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;geral;0º;2012.01337-0;Suspensão Administrativa;Alimentícia;2014;0.00;0.00;;;;;;;;2025-12-01 01:27:03.816741
INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;geral;0º;2012.01277-3;Suspensão Administrativa;Alimentícia;2014;0.00;0.00;;;;;;;;2025-12-01 01:27:03.850107
INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;geral;0º;2011.00675-3;Ativo;Alimentícia;2012;0.00;0.00;;;;;;;;2025-12-01 01:27:03.883587
INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;geral;1º;2010.00668-7;Suspensão Administrativa;Alimentícia;2011;10903.72;36166.02;;;;;;;;2025-12-01 01:26:17.193957
INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;geral;2º;2011.00540-4;Suspensão Administrativa;Alimentícia;2012;125218.28;390302.52;;;;;;;;2025-12-01 01:26:17.233484
INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;geral;3º;2012.00110-0;Impugnado;Alimentícia;2013;0.00;290163.68;;;;;;;;2025-12-01 01:26:17.274056
INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;geral;4º;2012.00531-9;Suspensão Administrativa;Alimentícia;2013;0.00;61694.29;;;;;;;;2025-12-01 01:26:17.311558
INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;geral;5º;2012.00598-0;Suspensão Administrativa;Alimentícia;2013;0.00;520976.36;;;;;;;;2025-12-01 01:26:17.348998
INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;geral;6º;2012.00885-7;Suspensão Administrativa;Alimentícia;2013;0.00;59877.66;;;;;;;;2025-12-01 01:26:17.392838
INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;geral;7º;2024.08377-8;Ativo;Alimentícia;2026;319791.29;531499.40;;;;;;;;2025-12-01 01:26:17.445692
INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;86;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;geral;8º;2024.08400-6;Ativo;Alimentícia;2026;153526.19;209663.15;;;;;;;;2025-12-01 01:26:17.486403
